"Partner ID","Partner Dealer ID","DT Dealer ID","Legal Name","DBA Name","Street","City","State","PostalCode","Phone","Fax","Status","CRM","Dealership's Customer Contact Email","Leads","Ford LPS PA Code","Urban Science Vendor Id","Shift Digital Vendor Id","Hide Videos","Dealer Groups","Profile ID"
"DRW","1581","1581","Ganley CDJR of Aurora","Ganley CDJR of Aurora - DARWIN","161 W Garfield Rd","Aurora","OH","44202","(330) 562-2600",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1666","1666","Audi Mechanicsburg","Audi Mechanicsburg - DARWIN","6671 Carlisle Pike","Mechanicsburg","PA","17050","888-903-2783",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1688","1688","Hudson Nissan of Charleston","Hudson Nissan of Charleston - DARWIN","1714 Savannah Highway","Charleston","SC","29407","843 326 4581",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1697","1697","Herb Chambers Mercedes-Benz Commercial Vans Boston","Herb Chambers Mercedes-Benz Commercial Vans Boston - DARWIN","259 McGrath Highway","Somerville","MA","02143","877-343-9294",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1698","1698","Herb Chambers Audi / Porsche of Burlington","Herb Chambers Audi / Porsche of Burlington - DARWIN","62 Cambridge St","Burlington","MA","01803","844-443-1847",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1699","1699","Bentley RollsRoyce Lamborghini Maserati Alfa Romeo","Bentley RollsRoyce Lamborghini Maserati Alfa Romeo - DARWIN","533 Boston Road Route 20","Wayland","MA","01778","833-389-0976",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1700","1700","Herb Chambers BMW of Sudbury","Herb Chambers BMW of Sudbury - DARWIN","128 Boston Post Road","Sudbury","MA","01776","877-930-4257",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1702","1702","Herb Chambers BMW / MINI of Boston","Herb Chambers BMW / MINI of Boston - DARWIN","1168 Commonwealth Ave","Boston","MA","02134","844-901-3125",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1703","1703","Herb Chambers Honda of Seekonk","Herb Chambers Honda of Seekonk - DARWIN","185 Taunton Ave","Seekonk","MA","02771","833-406-0978",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1708","1708","HC Flagship Motorcars Commercial Vans of Lynnfield","HC Flagship Motorcars Commercial Vans of Lynnfield - DARWIN","385 Broadway Street","Lynnfield","MA","01905","855-913-4239",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1709","1709","Herb Chambers Honda in Boston","Herb Chambers Honda in Boston - DARWIN","720 Morrissey Blvd","Dorchester","MA","02122","855-922-2658",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1714","1714","Herb Chambers Honda of Westborough","Herb Chambers Honda of Westborough - DARWIN","350 Turnpike Rd Route 9","Westborough","MA","01581","844-913-2268",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1715","1715","Herb Chambers Honda of Burlington","Herb Chambers Honda of Burlington - DARWIN","33 Cambridge Street","Burlington","MA","01803","844-906-2882",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1716","1716","Herb Chambers Volvo Norwood","Herb Chambers Volvo Norwood - DARWIN","1120 Boston Providence Hwy","Norwood","MA","02062","833-759-0484",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1717","1717","Herb Chambers Porsche of Boston","Herb Chambers Porsche of Boston - DARWIN","1172 Commonwealth Ave","Boston","MA","02191","855-939-4278",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1718","1718","Herb Chambers Land Rover / Jaguar Sudbury","Herb Chambers Land Rover / Jaguar Sudbury - DARWIN","83 Boston Post Rd. Rte 20","Sudbury","MA","01776","833-408-0989",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1719","1719","Herb Chambers Kia of Burlington","Herb Chambers Kia of Burlington - DARWIN","93 Cambridge St Rt 3A","Burlington","MA","01803","833-780-0359",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1720","1720","Herb Chambers Mercedes-Benz of Natick","Herb Chambers Mercedes-Benz of Natick - DARWIN","1186 Commonwealth Avenue","Natick","MA","01760","855-922-3582",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1741","1741","Herb Chambers INFINITI of Westborough","Herb Chambers INFINITI of Westborough - DARWIN","312 Turnpike Rd","Westborough","MA","01581","855-921-4025",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1771","1771","Brewster Subaru","Brewster Subaru - DARWIN","1021 NY-22","Brewster","NY","10509","(845) 278-8300",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1850","1850","Audi Birmingham","Audi Birmingham - DARWIN","3001 TOM WILLIAMS WAY","IRONDALE","AL","35210","(888) 810-0776",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1902","1902","Audi West Houston","Audi West Houston - DARWIN","15865 Katy Fwy","Houston","TX","77094","281-899-3400",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1911","1911","Audi Central Houston","Audi Central Houston - DARWIN","2120 Southwest Fwy","Houston","TX","77098","713-893-1833",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1949","1949","Thomas Buick GMC","Thomas Buick GMC - DARWIN","750 Eisenhower Blvd","Johnstown ","PA","15904","814-266-5844",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1951","1951","Thomas Team Honda","Thomas Team Honda - DARWIN","1920 Bedford Street","Johnstown","PA","15904","814-262-2140",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","1952","1952","Thomas Cumberland Subaru Hyundai","Thomas Cumberland Subaru Hyundai - DARWIN","10325 Mount Savage Rd NW","Cumberland","MD","21502","(888) 724-3949",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2113","2113","Audi Peabody","Audi Peabody - DARWIN","252 Andover St","Peabody","MA","01960","888-435-8897",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2158","2158","Audi Pensacola","Audi Pensacola - DARWIN","303 Pensacola Blvd","Pensacola","FL","32501","888-708-1354",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2200","2200","Jack Daniels Audi of Upper Saddle River","Jack Daniels Audi of Upper Saddle River - DARWIN","243 Route 17 South","Upper Saddle River","NJ","07458","(201) 252-1500",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2201","2201","Jack Daniels Audi Paramus","Jack Daniels Audi Paramus - DARWIN","123 Route 4 West","Paramus","NJ","07652","201-853-2300",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2202","2202","Jack Daniels Kia","Jack Daniels Kia - DARWIN","28-09 Broadway","Fair Lawn","NJ","07410","(201) 254-1500",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2213","2213","Allen Hyundai","Allen Hyundai - DARWIN","624 E Pass Road","Gulfport","MS","39507","228-539-5555",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2248","2248","North Country Subaru","North Country Subaru - DARWIN","616 Quaker Road","Queensbury","NY","12804","888-733-6103",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2283","2283","Mercedes-Benz Manhattan","Mercedes-Benz Manhattan - DARWIN","770 11th Avenue","Manhattan","NY","10019","646-846-6401",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2416","2416","Jaguar Land Rover Glen Cove","Jaguar Land Rover Glen Cove - DARWIN","70 Cedar Swamp Rd","Glen Cove","NY","11542","516-674-8500",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2433","2433","Jaguar Land Rover Southampton","Jaguar Land Rover Southampton - DARWIN","345 Hampton Road","Southampton","NY","11968","631-287-4141",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2440","2440","Harmony Motors","Harmony Motors - DARWIN","621 Brevard Road","Asheville","NC","28806","828-232-4000",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2441","2441","Jim Ellis Volvo Mall of Georgia","Jim Ellis Volvo Mall of Georgia - DARWIN","3626 Buford Drive","Buford","GA","30519","470-655-3700",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2452","2452","Kuni BMW","Kuni BMW - DARWIN","10999 SW Canyon Road","Beaverton","OR","97005","(503) 828-0936",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2453","2453","Audi San Diego","Audi San Diego - DARWIN","9010 Miramar Rd","San Diego","CA","92126","855-971-8832",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2458","2458","Audi Flatirons","Audi Flatirons - DARWIN","13321 W Midway Blvd","Broomfield","CO","80020","(877) 356-6921",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2515","2515","Kuni Auto Center","Kuni Auto Center - DARWIN","3725 SW Cedar Hills Blvd","Beaverton","CO","97005","(503) 928-5670",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2582","2582","Volkswagen of Boardman","Volkswagen of Boardman - DARWIN","7850 MARKET ST","Boardman","OH","44512","(833)-556-5420",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2601","2601","Mercedes-Benz of Cherry Hill","Mercedes-Benz of Cherry Hill - DARWIN","2151 Rt 70 W","Cherry Hill","NJ","08002","856-663-3200",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2602","2602","Cherry Hill Porsche, Audi, & VW","Cherry Hill Porsche, Audi, & VW - DARWIN","2261 Rt 70 W","Cherry Hill","NJ","08002","(856) 665-5370",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2656","2656","Jaguar Land Rover San Diego","Jaguar Land Rover San Diego - DARWIN","9455 Clayton Dr","San Diego","CA","92126","877-629-6194",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2658","2658","Acura of Avon","Acura of Avon - DARWIN","75 Albany Tpk","Canton","CT","06019","860-693-6981",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2660","2660","Acura of Milford","Acura of Milford - DARWIN","1503 Boston Post Rd","Milford","CT","06460","203-877-4333",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2661","2661","Honda of Watertown","Honda of Watertown - DARWIN","816 Straits Tpk","Watertown","CT","06795","860 945 3611",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2664","2664","Westbrook Honda","Westbrook Honda - DARWIN","1 Flat Rock Place","Westbrook","CT","06498","860 399 9300",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2666","2666","Porsche San Diego","Porsche San Diego - DARWIN","9020 Miramar Rd","San Diego","CA","92126","877-660-2694",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2723","2723","Checkered Flag VW","Checkered Flag VW - DARWIN","3025 Virginia Beach Blvd","Virginia Beach","VA","23452","(757) 260-5916",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2758","2758","Audi Palo Alto","Audi Palo Alto - DARWIN","1730 Embarcadero Rd","Palo Alto","CA","94303","1-888-658-3065",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2795","2795","Checkered Flag Honda - Darwin","Checkered Flag Honda - Darwin - DARWIN","6541 E Virginia Beach Blvd","Norfolk","VA","23502","(757) 687-3424",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2805","2805","Warren Henry Infiniti","Warren Henry Infiniti - DARWIN","2300 NE 151st St","North Miami","FL","33181","(305) 652-9999",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2812","2812","Audi Wesley Chapel","Audi Wesley Chapel - DARWIN","2500 Lajuana Blvd.","","FL","33543","(813) 607-3100",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2843","2843","Kuni Audi Shawnee Mission","Kuni Audi Shawnee Mission - DARWIN","6601 E Frontage Rd","Merriam","KS","66202","913-249-3484",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2861","2861","Kuni Honda on Arapahoe","Kuni Honda on Arapahoe - DARWIN","10750 E Arapahoe Rd","Centennial","CO","80112","303-708-2000",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2863","2863","Land Rover Denver","Land Rover Denver - DARWIN","6160 S. Broadway","Littleton","CO","80121","303-347-1500",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2876","2876","Baxter Volkswagen Omaha","Baxter Volkswagen Omaha - DARWIN","1722 Burt St","Omaha","NE","68118","402-397-8200",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2894","2894","AutoTeam Delaware Cadillac, Subaru, Kia","AutoTeam Delaware Cadillac, Subaru, Kia - DARWIN","1606 Pennsylvania Avenue","Wilmington","DE","19806","866-328-8069",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2921","2921","Beyer Subaru of Alexandria","Beyer Subaru of Alexandria - DARWIN","7416 Richmond Highway","Alexandria","VA","22306","866-980-5791",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2971","2971","Preston BMW","Preston BMW - DARWIN","7830 Market Street","Boardman","OH","44512","(330)-708-7332",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","2976","2976","Lexus of Greenwood Village","Lexus of Greenwood Village - DARWIN","5150 S. Quebec Street","Greenwood Village","CO","80111","(303) 798-9500",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3010","3010","Texas Cars Direct","Texas Cars Direct - DARWIN","2718 Forest Lane","Dallas","TX","75234","9722433400",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3021","3021","Audi El Paso","Audi El Paso - DARWIN","1444 Airway Blvd","El Paso","TX","79925","(915) 401-3260",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3049","3049","Warren Henry Land Rover South Dade","Warren Henry Land Rover South Dade - DARWIN","16750 S Dixie Highway","Miami","FL","33157","305-909-4000",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3051","3051","Jaguar Land Rover North Dade","Jaguar Land Rover North Dade - DARWIN","2300 NE 151st St","North Miami","FL","33181","305-653-1400",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3052","3052","Warren Henry Jaguar","Warren Henry Jaguar - DARWIN","20850 NW 2nd Ave","Miami","FL","33169","305-652-9999",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3085","3085","Rock Hill Nissan","Rock Hill Nissan - DARWIN","550 Galleria Blvd","Rock Hill","SC","29730","803-366-8171",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3162","3162","Kelly Nissan of Lynnfield","Kelly Nissan of Lynnfield - DARWIN","275 Broadway","Lynnfield","MA","01940","(781) 598-1234",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3164","3164","Kelly Honda","Kelly Honda - DARWIN","540 Lynnway","Lynn","MA","01905","844-837-9997",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3165","3165","Kelly INFINITI","Kelly INFINITI - DARWIN","155 Andover Steet","Danvers","MA","01923","978-575-5172",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3166","3166","Kelly VW","Kelly VW - DARWIN","72 Andover Street","Danvers","MA","01923","978-208-2830",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3167","3167","Kelly Nissan of Woburn","Kelly Nissan of Woburn - DARWIN","95 Cedar Street","Stoneham","MA","01801","844-822-9236",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3251","3251","Jim Ellis Kia of Kennesaw","Jim Ellis Kia of Kennesaw - DARWIN","1221 Auto Park Drive NW","Kennesaw","GA","30144","(770) 423-4404",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3330","3330","Lumberton Honda","Lumberton Honda - DARWIN","301 Wintergreen Drive","Lumberton","NC","28358","(910) 739-9871",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3332","3332","Airport Chrysler Dodge Jeep","Airport Chrysler Dodge Jeep - DARWIN","5751 Eagle Vail Drive","Orlando","FL","32822","407-917-5173",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3349","3349","Lumberton Kia","Lumberton Kia - DARWIN","3505 East Elizabethtown Rd","Lumberton","NC","28358","(910) 739-2405",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3354","3354","Schaller Honda","Schaller Honda - DARWIN","1 Veterans Drive","New Britain","CT","06051","(860) 826-2081",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3356","3356","Schaller Subaru Berlin","Schaller Subaru Berlin - DARWIN","34 Frontage Road","Berlin","CT","06037","860-826-2023",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3361","3361","Boast VW","Boast VW - DARWIN","4827 14th St W","Bradenton","FL","34207","941-755-8585",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3375","3375","Audi Henderson","Audi Henderson - DARWIN","7740 Eastgate Rd","Henderson","NV","89014","702-982-4600",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3405","3405","Holman Audi Pembroke Pines","Holman Audi Pembroke Pines - DARWIN","15000 Sheridan St","Pembroke Pines","FL","33331","888-378-8973",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3406","3406","Holman Audi Fort Washington","Holman Audi Fort Washington - DARWIN","428 Pennsylvania Ave","Fort Washington","PA","19034","888-892-5114",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
"DRW","3407","3407","Holman BMW of Mount Laurel","Holman BMW of Mount Laurel - DARWIN","1220 Route 73","Mount Laurel","NJ","08054","856-840-1400",,"A","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com","Noemail@DarwinAutomotive.com",,,,,,
